C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0008628360,0003677225                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0008629728,0003677729                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0008630392,0003677880                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0008630513,0003677896                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0008630645,0003677951                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0008631611,0003678637                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0008632018,0003678839                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0008633409,0003679268                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0008634174,0003679445                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0008634307,0003679460                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0008634429,0003679506                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0008635328,0003680163                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0008635795,0003680411                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0008637116,0003680826                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0008637817,0003681017                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0008637942,0003681032                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0008638057,0003681077                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0008638169,0003681106                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0008638341,0003681180                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0008639013,0003681724                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0008639516,0003681955                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0008640862,0003682452                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0008641510,0003682654                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0008641642,0003682670                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0008641752,0003682707                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0008642623,0003683344                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0008643110,0003683625                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0008644401,0003684192                                  
A025,R023,01-00-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0008645081,0003684379                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0009925064,0002577542                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0009925109,0002577555                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0009925297,0002577654                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0009925674,0002577767                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0009926237,0002577908                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0009926599,0002578008                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0009926758,0002578024                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,0009926796,0002578035                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,0009926918,0002578094                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,0009927151,0002578207                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,0009927525,0002578304                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,0009927849,0002578365                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,0009927910,0002578372                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,0009928003,0002578401                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,0009928934,0002578670                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0009929350,0002578781                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0009930599,0002579033                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0009931193,0002579116                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0009931281,0002579129                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0009931368,0002579161                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0009932318,0002579433                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0009932691,0002579597                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0009933958,0002579843                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0009934604,0002579931                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0009934681,0002579938                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0009934759,0002579973                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0009935689,0002580259                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0009936117,0002580396                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0009937378,0002580657                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0009938016,0002580766                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0009938095,0002580776                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0009938183,0002580800                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0009938262,0002580815                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0009938424,0002580849                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0009939069,0002581107                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0009939507,0002581224                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0009940798,0002581511                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0009941475,0002581602                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0009941591,0002581616                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0009941668,0002581647                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0009942544,0002581920                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0009943038,0002582061                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0009944271,0002582350                                  
A025,R023,01-00-02,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0009944934,0002582477                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0004226065,0001047328                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0004226109,0001047332                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0004226244,0001047385                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0004226599,0001047505                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0004227112,0001047638                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0004227454,0001047731                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0004227570,0001047743                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,0004227604,0001047749                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,0004227695,0001047812                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,0004227896,0001047881                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,0004228208,0001047971                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,0004228492,0001048018                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,0004228537,0001048030                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,0004228599,0001048067                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,0004229431,0001048253                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0004229830,0001048378                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0004231102,0001048619                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0004231657,0001048703                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0004231709,0001048713                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0004231774,0001048739                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0004232567,0001048975                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0004232973,0001049101                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0004234197,0001049327                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0004234765,0001049422                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0004234832,0001049432                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0004234893,0001049457                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0004235717,0001049638                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0004236114,0001049773                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0004237406,0001049973                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0004238045,0001050076                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0004238101,0001050085                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0004238165,0001050116                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0004238232,0001050137                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0004238366,0001050163                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0004238931,0001050345                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0004239296,0001050458                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0004240561,0001050710                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0004241167,0001050791                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0004241263,0001050800                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0004241327,0001050830                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0004242004,0001051050                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0004242430,0001051166                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0004243570,0001051383                                  
A025,R023,01-00-03,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0004244199,0001051508                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0003373214,0001335268                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0003373253,0001335280                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0003373410,0001335369                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0003373729,0001335603                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0003374318,0001335853                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0003374829,0001335990                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0003375037,0001336010                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,0003375075,0001336020                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,0003375180,0001336089                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,0003375377,0001336237                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,0003375790,0001336404                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,0003376202,0001336478                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,0003376282,0001336491                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,0003376366,0001336537                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,0003377134,0001336835                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0003377552,0001337042                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0003378850,0001337489                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0003379592,0001337616                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0003379686,0001337624                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0003379758,0001337667                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0003380515,0001338007                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0003380938,0001338203                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0003382311,0001338652                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0003383176,0001338791                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0003383305,0001338799                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0003383375,0001338839                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0003384115,0001339191                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0003384520,0001339381                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0003385844,0001339860                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0003386693,0001339987                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0003386805,0001339995                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0003386870,0001340030                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0003386943,0001340059                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0003387111,0001340115                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0003387692,0001340347                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0003388097,0001340584                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0003389456,0001341033                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0003390298,0001341166                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0003390440,0001341175                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0003390519,0001341208                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0003391278,0001341445                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,15:00:00,REGULAR,0003391744,0001341666                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,19:00:00,REGULAR,0003393056,0001342111                                  
A025,R023,01-03-00,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,23:00:00,REGULAR,0003393954,0001342291                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,03:00:00,REGULAR,0010805227,0006559596                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,07:00:00,REGULAR,0010805303,0006559626                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,11:00:00,REGULAR,0010805443,0006559821                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,15:00:00,REGULAR,0010805811,0006560152                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,19:00:00,REGULAR,0010806468,0006560550                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/09/2016,23:00:00,REGULAR,0010807060,0006560733                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,03:00:00,REGULAR,0010807323,0006560772                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,07:00:00,REGULAR,0010807384,0006560789                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,11:00:00,REGULAR,0010807494,0006560915                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,15:00:00,REGULAR,0010807710,0006561120                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,19:00:00,REGULAR,0010808111,0006561374                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/10/2016,23:00:00,REGULAR,0010808578,0006561489                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,03:00:00,REGULAR,0010808706,0006561500                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,07:00:00,REGULAR,0010808749,0006561570                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,11:00:00,REGULAR,0010809327,0006562100                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,15:00:00,REGULAR,0010809741,0006562358                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,19:00:00,REGULAR,0010811066,0006562940                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/11/2016,23:00:00,REGULAR,0010811877,0006563089                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,03:00:00,REGULAR,0010811999,0006563113                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,07:00:00,REGULAR,0010812047,0006563191                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,11:00:00,REGULAR,0010812616,0006563713                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,15:00:00,REGULAR,0010813012,0006563998                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,19:00:00,REGULAR,0010814317,0006564594                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/12/2016,23:00:00,REGULAR,0010815179,0006564781                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,03:00:00,REGULAR,0010815343,0006564800                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,07:00:00,REGULAR,0010815393,0006564861                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,11:00:00,REGULAR,0010815971,0006565385                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,15:00:00,REGULAR,0010816371,0006565692                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,19:00:00,REGULAR,0010817626,0006566279                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/13/2016,23:00:00,REGULAR,0010818457,0006566444                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,03:00:00,REGULAR,0010818597,0006566459                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:00:00,REGULAR,0010818649,0006566525                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,07:35:14,REGULAR,0010818710,0006566553                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,08:16:35,REGULAR,0010818828,0006566620                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,11:00:00,REGULAR,0010819268,0006567026                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,15:00:00,REGULAR,0010819698,0006567338                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,19:00:00,REGULAR,0010821012,0006567922                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/14/2016,23:00:00,REGULAR,0010821887,0006568117                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,03:00:00,REGULAR,0010822065,0006568134                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,07:00:00,REGULAR,0010822133,0006568197                                  
A025,R023,01-03-01,34 ST-HERALD SQ,BDFMNQR,BMT,01/15/2016,11:00:00,REGULAR,0010822668,0006568640                                  
