C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/13/2016,07:00:00,REGULAR,0002552210,0000555574                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/13/2016,11:00:00,REGULAR,0002552217,0000555596                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/13/2016,15:00:00,REGULAR,0002552238,0000555608                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/13/2016,19:00:00,REGULAR,0002552339,0000555614                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/13/2016,23:00:00,REGULAR,0002552350,0000555614                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/14/2016,03:00:00,REGULAR,0002552357,0000555615                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/14/2016,07:00:00,REGULAR,0002552357,0000555617                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/14/2016,11:00:00,REGULAR,0002552363,0000555635                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/14/2016,15:00:00,REGULAR,0002552391,0000555646                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/14/2016,19:00:00,REGULAR,0002552491,0000555656                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/14/2016,23:00:00,REGULAR,0002552495,0000555657                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/15/2016,03:00:00,REGULAR,0002552498,0000555660                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/15/2016,07:00:00,REGULAR,0002552499,0000555660                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/15/2016,11:00:00,REGULAR,0002552502,0000555677                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/15/2016,15:00:00,REGULAR,0002552532,0000555690                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/15/2016,19:00:00,REGULAR,0002552630,0000555695                                        
A071,R044,02-00-02,CHAMBERS ST,JZ456,BMT,01/15/2016,23:00:00,REGULAR,0002552637,0000555698                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/09/2016,03:00:00,REGULAR,0000526771,0000095016                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/09/2016,07:00:00,REGULAR,0000526772,0000095016                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/09/2016,11:00:00,REGULAR,0000526779,0000095022                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/09/2016,15:00:00,REGULAR,0000526798,0000095027                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/09/2016,19:00:00,REGULAR,0000526840,0000095040                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/09/2016,23:00:00,REGULAR,0000526858,0000095043                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/10/2016,03:00:00,REGULAR,0000526864,0000095043                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/10/2016,07:00:00,REGULAR,0000526864,0000095043                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/10/2016,11:00:00,REGULAR,0000526870,0000095045                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/10/2016,15:00:00,REGULAR,0000526881,0000095051                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/10/2016,19:00:00,REGULAR,0000526977,0000095060                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/10/2016,23:00:00,REGULAR,0000526988,0000095060                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/11/2016,03:00:00,REGULAR,0000526989,0000095060                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/11/2016,07:00:00,REGULAR,0000526991,0000095061                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/11/2016,11:00:00,REGULAR,0000527056,0000095081                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/11/2016,15:00:00,REGULAR,0000527290,0000095110                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/11/2016,19:00:00,REGULAR,0000527627,0000095134                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/11/2016,23:00:00,REGULAR,0000527654,0000095137                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/12/2016,03:00:00,REGULAR,0000527658,0000095137                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/12/2016,07:00:00,REGULAR,0000527659,0000095139                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/12/2016,11:00:00,REGULAR,0000527715,0000095156                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/12/2016,15:00:00,REGULAR,0000527928,0000095184                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/12/2016,19:00:00,REGULAR,0000528221,0000095213                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/12/2016,23:00:00,REGULAR,0000528236,0000095213                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/13/2016,03:00:00,REGULAR,0000528242,0000095214                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/13/2016,07:00:00,REGULAR,0000528242,0000095214                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/13/2016,11:00:00,REGULAR,0000528321,0000095248                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/13/2016,15:00:00,REGULAR,0000528563,0000095283                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/13/2016,19:00:00,REGULAR,0000528967,0000095307                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/13/2016,23:00:00,REGULAR,0000528988,0000095309                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/14/2016,03:00:00,REGULAR,0000528993,0000095309                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/14/2016,07:00:00,REGULAR,0000528993,0000095309                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/14/2016,11:00:00,REGULAR,0000529069,0000095335                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/14/2016,15:00:00,REGULAR,0033554461,0033554440                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/14/2016,19:00:00,REGULAR,0033554774,0033554463                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/14/2016,23:00:00,REGULAR,0033554806,0033554468                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/15/2016,03:00:00,REGULAR,0033554812,0033554468                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/15/2016,07:00:00,REGULAR,0033554812,0033554470                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/15/2016,11:00:00,REGULAR,0033554861,0033554492                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/15/2016,15:00:00,REGULAR,0033555055,0033554525                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/15/2016,19:00:00,REGULAR,0033555310,0033554542                                        
A071,R044,02-06-00,CHAMBERS ST,JZ456,BMT,01/15/2016,23:00:00,REGULAR,0033555340,0033554548                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/09/2016,03:00:00,REGULAR,0004973110,0001826916                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/09/2016,07:00:00,REGULAR,0004973117,0001826918                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/09/2016,11:00:00,REGULAR,0004973149,0001826942                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/09/2016,15:00:00,REGULAR,0004973228,0001826974                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/09/2016,19:00:00,REGULAR,0004973330,0001826997                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/09/2016,23:00:00,REGULAR,0004973386,0001827009                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/10/2016,03:00:00,REGULAR,0004973400,0001827012                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/10/2016,07:00:00,REGULAR,0004973402,0001827016                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/10/2016,11:00:00,REGULAR,0004973417,0001827023                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/10/2016,15:00:00,REGULAR,0004973461,0001827052                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/10/2016,19:00:00,REGULAR,0004973624,0001827070                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/10/2016,23:00:00,REGULAR,0004973656,0001827072                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/11/2016,03:00:00,REGULAR,0004973661,0001827073                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/11/2016,07:00:00,REGULAR,0004973671,0001827080                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/11/2016,11:00:00,REGULAR,0004973907,0001827158                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/11/2016,15:00:00,REGULAR,0004974385,0001827232                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/11/2016,19:00:00,REGULAR,0004975096,0001827263                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/11/2016,23:00:00,REGULAR,0004975181,0001827271                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/12/2016,03:00:00,REGULAR,0004975197,0001827271                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/12/2016,07:00:00,REGULAR,0004975203,0001827276                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/12/2016,11:00:00,REGULAR,0004975415,0001827374                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/12/2016,15:00:00,REGULAR,0004975921,0001827433                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/12/2016,19:00:00,REGULAR,0004976566,0001827483                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/12/2016,23:00:00,REGULAR,0004976660,0001827494                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/13/2016,03:00:00,REGULAR,0004976672,0001827496                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/13/2016,07:00:00,REGULAR,0004976675,0001827502                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/13/2016,11:00:00,REGULAR,0004976946,0001827586                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/13/2016,15:00:00,REGULAR,0004977543,0001827661                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/13/2016,19:00:00,REGULAR,0004978371,0001827697                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/13/2016,23:00:00,REGULAR,0004978472,0001827704                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/14/2016,03:00:00,REGULAR,0004978490,0001827707                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/14/2016,07:00:00,REGULAR,0004978494,0001827714                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/14/2016,11:00:00,REGULAR,0004978759,0001827789                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/14/2016,15:00:00,REGULAR,0004979441,0001827867                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/14/2016,19:00:00,REGULAR,0004980142,0001827900                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/14/2016,23:00:00,REGULAR,0004980263,0001827907                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/15/2016,03:00:00,REGULAR,0004980280,0001827908                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/15/2016,07:00:00,REGULAR,0004980282,0001827918                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/15/2016,11:00:00,REGULAR,0004980453,0001828007                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/15/2016,15:00:00,REGULAR,0004980926,0001828078                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/15/2016,19:00:00,REGULAR,0004981521,0001828125                                        
A071,R044,02-06-01,CHAMBERS ST,JZ456,BMT,01/15/2016,23:00:00,REGULAR,0004981625,0001828131                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/09/2016,03:00:00,REGULAR,0000885662,0000268005                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/09/2016,07:00:00,REGULAR,0000885690,0000268027                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/09/2016,11:00:00,REGULAR,0000885764,0000268115                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/09/2016,15:00:00,REGULAR,0000885936,0000268229                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/09/2016,19:00:00,REGULAR,0000886164,0000268277                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/09/2016,23:00:00,REGULAR,0000886258,0000268329                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/10/2016,03:00:00,REGULAR,0000886295,0000268341                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/10/2016,07:00:00,REGULAR,0000886314,0000268351                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/10/2016,11:00:00,REGULAR,0000886348,0000268383                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/10/2016,15:00:00,REGULAR,0000886453,0000268472                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/10/2016,19:00:00,REGULAR,0000886706,0000268539                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/10/2016,23:00:00,REGULAR,0000886780,0000268559                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/11/2016,03:00:00,REGULAR,0000886803,0000268569                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/11/2016,07:00:00,REGULAR,0000886822,0000268595                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/11/2016,11:00:00,REGULAR,0000887239,0000268847                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/11/2016,15:00:00,REGULAR,0000887908,0000268989                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/11/2016,19:00:00,REGULAR,0000888925,0000269038                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/11/2016,23:00:00,REGULAR,0000889142,0000269070                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/12/2016,03:00:00,REGULAR,0000889175,0000269076                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/12/2016,07:00:00,REGULAR,0000889194,0000269121                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/12/2016,11:00:00,REGULAR,0000889646,0000269395                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/12/2016,15:00:00,REGULAR,0000890424,0000269523                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/12/2016,19:00:00,REGULAR,0000891485,0000269601                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/12/2016,23:00:00,REGULAR,0000891708,0000269622                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/13/2016,03:00:00,REGULAR,0000891732,0000269632                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/13/2016,07:00:00,REGULAR,0000891758,0000269669                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/13/2016,11:00:00,REGULAR,0000892166,0000269947                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/13/2016,15:00:00,REGULAR,0000892854,0000270119                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/13/2016,19:00:00,REGULAR,0000893677,0000270175                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/13/2016,23:00:00,REGULAR,0000893895,0000270206                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/14/2016,03:00:00,REGULAR,0000893944,0000270214                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/14/2016,07:00:00,REGULAR,0000893967,0000270251                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/14/2016,11:00:00,REGULAR,0000894344,0000270512                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/14/2016,15:00:00,REGULAR,0000894970,0000270658                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/14/2016,19:00:00,REGULAR,0000896036,0000270731                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/14/2016,23:00:00,REGULAR,0000896267,0000270757                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/15/2016,03:00:00,REGULAR,0000896304,0000270761                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/15/2016,07:00:00,REGULAR,0000896332,0000270795                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/15/2016,11:00:00,REGULAR,0000896714,0000271006                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/15/2016,15:00:00,REGULAR,0000897461,0000271113                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/15/2016,19:00:00,REGULAR,0000898348,0000271168                                        
A071,R044,02-06-02,CHAMBERS ST,JZ456,BMT,01/15/2016,23:00:00,REGULAR,0000898542,0000271196                                        
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,02:00:00,REGULAR,0001519842,0000426116                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,06:00:00,REGULAR,0001519846,0000426118                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,10:00:00,REGULAR,0001519862,0000426124                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,14:00:00,REGULAR,0001519916,0000426129                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,18:00:00,REGULAR,0001520000,0000426132                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/09/2016,22:00:00,REGULAR,0001520058,0000426142                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,02:00:00,REGULAR,0001520089,0000426147                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,06:00:00,REGULAR,0001520093,0000426151                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,10:00:00,REGULAR,0001520102,0000426153                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,14:00:00,REGULAR,0001520141,0000426158                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,18:00:00,REGULAR,0001520217,0000426165                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/10/2016,22:00:00,REGULAR,0001520284,0000426168                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,02:00:00,REGULAR,0001520317,0000426174                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,06:00:00,REGULAR,0001520318,0000426184                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,10:00:00,REGULAR,0001520383,0000426290                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,14:00:00,REGULAR,0001520487,0000426330                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,18:00:00,REGULAR,0001521019,0000426387                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/11/2016,22:00:00,REGULAR,0001521377,0000426409                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,02:00:00,REGULAR,0001521426,0000426412                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,06:00:00,REGULAR,0001521426,0000426414                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,10:00:00,REGULAR,0001521484,0000426515                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,14:00:00,REGULAR,0001521587,0000426550                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,18:00:00,REGULAR,0001522075,0000426597                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/12/2016,22:00:00,REGULAR,0001522435,0000426624                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,02:00:00,REGULAR,0001522466,0000426633                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,06:00:00,REGULAR,0001522466,0000426636                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,10:00:00,REGULAR,0001522545,0000426739                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,14:00:00,REGULAR,0001522642,0000426766                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,18:00:00,REGULAR,0001523152,0000426811                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/13/2016,22:00:00,REGULAR,0001523515,0000426830                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,02:00:00,REGULAR,0001523555,0000426834                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,06:00:00,REGULAR,0001523557,0000426837                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,10:00:00,REGULAR,0001523625,0000426939                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,14:00:00,REGULAR,0001523735,0000426977                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,18:00:00,REGULAR,0001524277,0000427024                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/14/2016,22:00:00,REGULAR,0001524633,0000427052                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/15/2016,02:00:00,REGULAR,0001524666,0000427065                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/15/2016,06:00:00,REGULAR,0001524667,0000427074                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/15/2016,10:00:00,REGULAR,0001524741,0000427177                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/15/2016,14:00:00,REGULAR,0001524838,0000427207                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/15/2016,18:00:00,REGULAR,0001525391,0000427265                                       
A077,R028,03-00-00,FULTON ST,ACJZ2345,BMT,01/15/2016,22:00:00,REGULAR,0001525706,0000427283                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/09/2016,02:00:00,REGULAR,0003858551,0001848120                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/09/2016,06:00:00,REGULAR,0003858554,0001848122                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/09/2016,10:00:00,REGULAR,0003858565,0001848127                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/09/2016,14:00:00,REGULAR,0003858611,0001848143                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/09/2016,18:00:00,REGULAR,0003858697,0001848164                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/09/2016,22:00:00,REGULAR,0003858750,0001848189                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/10/2016,02:00:00,REGULAR,0003858778,0001848197                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/10/2016,06:00:00,REGULAR,0003858786,0001848200                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/10/2016,10:00:00,REGULAR,0003858798,0001848205                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/10/2016,14:00:00,REGULAR,0003858830,0001848215                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/10/2016,18:00:00,REGULAR,0003858885,0001848226                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/10/2016,22:00:00,REGULAR,0003858910,0001848231                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/11/2016,02:00:00,REGULAR,0003858930,0001848232                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/11/2016,06:00:00,REGULAR,0003858932,0001848234                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/11/2016,10:00:00,REGULAR,0003858967,0001848513                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/11/2016,14:00:00,REGULAR,0003859044,0001848662                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/11/2016,18:00:00,REGULAR,0003859424,0001848800                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/11/2016,22:00:00,REGULAR,0003859675,0001848877                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/12/2016,02:00:00,REGULAR,0003859703,0001848892                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/12/2016,06:00:00,REGULAR,0003859705,0001848896                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/12/2016,10:00:00,REGULAR,0003859749,0001849186                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/12/2016,14:00:00,REGULAR,0003859822,0001849353                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/12/2016,18:00:00,REGULAR,0003860206,0001849483                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/12/2016,22:00:00,REGULAR,0003860450,0001849596                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/13/2016,02:00:00,REGULAR,0003860479,0001849618                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/13/2016,06:00:00,REGULAR,0003860481,0001849628                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/13/2016,10:00:00,REGULAR,0003860520,0001849939                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/13/2016,14:00:00,REGULAR,0003860583,0001850103                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/13/2016,18:00:00,REGULAR,0003860931,0001850267                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/13/2016,22:00:00,REGULAR,0003861183,0001850348                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/14/2016,02:00:00,REGULAR,0003861217,0001850363                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/14/2016,06:00:00,REGULAR,0003861217,0001850367                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/14/2016,10:00:00,REGULAR,0003861254,0001850642                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/14/2016,14:00:00,REGULAR,0003861333,0001850804                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/14/2016,18:00:00,REGULAR,0003861694,0001850936                                       
A077,R028,03-03-00,FULTON ST,ACJZ2345,BMT,01/14/2016,22:00:00,REGULAR,0003861928,0001851014                                       
